h2_p	N_causal_SNPs	vr	freq_r	k	N_samples	seed	median_mut	median_ref	p_wilcox	h2_rare	penetrance	h2_poly_est	var_y	mean_prs	mean_prs_cases	r_prs_est_with_rv	r_prs_est_without_rv	mean_prs_cases_est_with_rv	mean_prs_cases_est_without_rv
0.4	100	0.02	0.01	0.05	20000	66	0.492738921	0.738200595	0.101719018	0.02	0.209677419	0.335620962	1	1.96E-17	0.716989539	0.96030695	0.961006087	-0.115079648	-0.077617434
0.4	100	0.02	0.01	0.05	20000	67	0.29234544	0.786059113	0.003153178	0.02	0.339622642	0.323101177	1	-3.65E-17	0.689434332	0.954696959	0.953246879	0.198234765	0.236217635
0.4	100	0.02	0.01	0.05	20000	68	0.377793227	0.709107283	0.007152361	0.02	0.322580645	0.329584287	1	-2.02E-17	0.692910571	0.954726764	0.952707516	0.10827894	0.143569779
0.4	100	0.02	0.01	0.05	20000	69	0.450241113	0.745726102	0.10817494	0.02	0.195652174	0.335626099	1	9.32E-18	0.743331577	0.969309127	0.967361618	-0.122261796	-0.085113694
0.4	100	0.02	0.01	0.05	20000	70	0.437120352	0.75651525	0.011027428	0.02	0.296296296	0.328103882	1	3.44E-17	0.729272281	0.964990021	0.964829831	0.02887127	0.066122642
0.4	100	0.02	0.01	0.05	20000	71	0.249921731	0.717785557	0.09975998	0.02	0.142857143	0.318980088	1	-4.92E-17	0.665330497	0.948511376	0.947551622	0.060561359	0.090732587
0.4	100	0.02	0.01	0.05	20000	72	0.213120049	0.637889154	0.00237913	0.02	0.254237288	0.336278569	1	-5.44E-17	0.610308025	0.961430513	0.960486659	0.012169834	0.041816033
0.4	100	0.02	0.01	0.05	20000	73	0.156438403	0.719744443	0.000194256	0.02	0.313432836	0.326217559	1	-5.42E-17	0.617246009	0.95424512	0.952617145	0.0557013	0.09241468
0.4	100	0.02	0.01	0.05	20000	74	0.459202872	0.791714247	0.004911503	0.02	0.277777778	0.335848588	1	-4.12E-17	0.724004408	0.95868124	0.959010131	0.013994705	0.037408121
0.4	100	0.02	0.01	0.05	20000	75	0.296174339	0.726456623	0.000139908	0.02	0.3	0.320241386	1	2.90E-17	0.671832999	0.964275378	0.96194102	-0.039110858	-0.004066043
0.4	100	0.02	0.01	0.05	20000	76	0.216881372	0.742587894	0.001161943	0.02	0.258064516	0.326486685	1	1.42E-17	0.716032823	0.968016646	0.966085808	0.01572498	0.04711685
0.4	100	0.02	0.01	0.05	20000	77	0.475813151	0.703802038	0.037203535	0.02	0.233333333	0.326157127	1	-3.35E-17	0.671368324	0.956451566	0.955245511	0.056539446	0.089033739
0.4	100	0.02	0.01	0.05	20000	78	0.52689591	0.736448473	0.09588763	0.02	0.242424242	0.331605864	1	-1.50E-17	0.713409044	0.965190164	0.964049508	0.051536782	0.090489577
0.4	100	0.02	0.01	0.05	20000	79	0.300110456	0.707075087	0.029432212	0.02	0.232142857	0.334776014	1	8.67E-18	0.687677426	0.968637344	0.966987135	0.055860065	0.090311498
0.4	100	0.02	0.01	0.05	20000	80	0.454360995	0.672361794	0.06547593	0.02	0.315789474	0.327236828	1	6.30E-17	0.648780089	0.961344775	0.959768035	0.096426126	0.141234424
0.4	100	0.02	0.01	0.05	20000	81	0.54741157	0.75666073	0.087986744	0.02	0.35	0.327055248	1	-1.04E-17	0.711339803	0.955512038	0.955705218	0.14976048	0.189920802
0.4	100	0.02	0.01	0.05	20000	82	0.297833003	0.654242819	0.010648023	0.02	0.306451613	0.323927964	1	6.20E-17	0.633445729	0.952751643	0.95238382	-0.019723627	0.022182749
0.4	100	0.02	0.01	0.05	20000	83	0.359118827	0.697649465	0.002267805	0.02	0.254901961	0.33465592	1	-3.79E-17	0.699177571	0.963412021	0.962364051	-0.105403456	-0.067989137
0.4	100	0.02	0.01	0.05	20000	84	0.374217265	0.717322301	0.036545117	0.02	0.196969697	0.331987561	1	-3.62E-17	0.709113997	0.961284334	0.961693826	0.031815924	0.062114431
0.4	100	0.02	0.01	0.05	20000	85	0.440247767	0.787132122	0.019922968	0.02	0.268656716	0.322049543	1	3.82E-17	0.662915397	0.965068391	0.963290951	0.070624841	0.105219045
0.4	100	0.02	0.01	0.05	20000	86	0.442060072	0.777263696	0.019617788	0.02	0.268656716	0.341995257	1	-4.48E-19	0.761079086	0.966619921	0.965433148	0.059094991	0.104184056
0.4	100	0.02	0.01	0.05	20000	87	0.1544592	0.748144717	8.05E-06	0.02	0.316666667	0.326456209	1	-2.11E-18	0.695186155	0.950786751	0.94782191	0.015993159	0.054890193
0.4	100	0.02	0.01	0.05	20000	88	0.563703538	0.785160747	0.074944806	0.02	0.290909091	0.31539011	1	1.18E-17	0.722234523	0.953423506	0.95434851	0.154349976	0.196354102
0.4	100	0.02	0.01	0.05	20000	89	0.594847542	0.677501909	0.721758383	0.02	0.160714286	0.320645503	1	4.63E-17	0.662121086	0.969579818	0.969237675	0.006854566	0.040410378
0.4	100	0.02	0.01	0.05	20000	90	0.512479252	0.74172564	0.002902943	0.02	0.279411765	0.329314138	1	9.40E-18	0.694577147	0.96956342	0.966357621	0.059042447	0.094697851
0.4	100	0.02	0.01	0.05	20000	91	0.594185866	0.670579295	0.581387297	0.02	0.326923077	0.334894805	1	-2.83E-17	0.680961668	0.950973654	0.949378309	-0.002127196	0.03732417
0.4	100	0.02	0.01	0.05	20000	92	0.323360924	0.698146093	0.036545117	0.02	0.206349206	0.323945996	1	-6.08E-18	0.671973424	0.961762579	0.96125127	0.1053266	0.143326786
0.4	100	0.02	0.01	0.05	20000	93	0.402387955	0.756980741	0.000103174	0.02	0.403225806	0.344950961	1	-4.56E-17	0.697156492	0.958219382	0.957251664	0.066922732	0.104003722
0.4	100	0.02	0.01	0.05	20000	94	0.291942068	0.732287093	0.005194641	0.02	0.317460317	0.31728167	1	4.48E-17	0.684166197	0.965376114	0.964621334	0.010227041	0.053497169
0.4	100	0.02	0.01	0.05	20000	95	0.404127931	0.69505839	0.008630143	0.02	0.303571429	0.322442175	1	-2.08E-18	0.653721835	0.960896141	0.960030213	0.0322054	0.07163246
0.4	100	0.02	0.01	0.05	20000	96	0.492038419	0.783341084	0.057950911	0.02	0.22	0.35620494	1	2.36E-18	0.741400428	0.969837133	0.969837978	-0.043902547	-0.008495065
0.4	100	0.02	0.01	0.05	20000	97	0.691379693	0.757205691	0.526678802	0.02	0.15	0.324370753	1	-6.13E-17	0.721655882	0.954217623	0.955061863	-0.016253202	0.0168012
0.4	100	0.02	0.01	0.05	20000	98	0.427982945	0.760713187	0.01010342	0.02	0.340425532	0.326616766	1	9.98E-18	0.723487603	0.964572852	0.964933859	0.159406646	0.198044163
0.4	100	0.02	0.01	0.05	20000	99	0.28656564	0.776486813	0.000858236	0.02	0.25	0.330655966	1	1.92E-17	0.703074648	0.962827646	0.960576007	-0.052288725	-0.021926814
0.4	100	0.02	0.01	0.05	20000	100	0.416071401	0.714818094	0.09407603	0.02	0.333333333	0.333802904	1	-3.62E-17	0.666218656	0.963396284	0.963078856	-0.021335187	0.007195545
0.4	100	0.03	0.01	0.05	20000	1	0.273847818	0.639275335	7.96E-06	0.03	0.415384615	0.305811021	1	-6.72E-18	0.594753973	0.957186817	0.952318039	0.093705248	0.137143639
0.4	100	0.03	0.01	0.05	20000	2	0.158808147	0.768551746	6.10E-05	0.03	0.384615385	0.324271309	1	-2.02E-17	0.674381374	0.962267328	0.961792447	0.059417031	0.110992865
0.4	100	0.03	0.01	0.05	20000	3	0.446820648	0.80983647	0.00085642	0.03	0.419354839	0.328700446	1	1.47E-17	0.763215678	0.951815097	0.95309029	0.182085723	0.229640175
0.4	100	0.03	0.01	0.05	20000	4	0.01700171	0.752199592	1.55E-07	0.03	0.360655738	0.329750004	1	-3.94E-17	0.641110845	0.959643247	0.958512683	0.056198768	0.104134769
0.4	100	0.03	0.01	0.05	20000	5	0.469604963	0.729995763	0.000443713	0.03	0.440677966	0.32517823	1	4.24E-17	0.692680606	0.96114114	0.956396949	0.163233194	0.21329021
0.4	100	0.03	0.01	0.05	20000	6	0.445086922	0.591647025	0.098278102	0.03	0.436363636	0.330322248	1	-1.86E-17	0.628692651	0.953791207	0.952230104	0.090502052	0.150038734
0.4	100	0.03	0.01	0.05	20000	7	0.498571348	0.730592113	0.024879855	0.03	0.292307692	0.33119812	1	5.33E-17	0.700927611	0.970402351	0.969017469	0.089564786	0.126651337
0.4	100	0.03	0.01	0.05	20000	8	0.404929836	0.710453294	0.003507603	0.03	0.35	0.345621441	1	1.12E-17	0.70539159	0.973096057	0.972770616	0.042929877	0.089339997
0.4	100	0.03	0.01	0.05	20000	9	0.551162864	0.699795162	0.153200753	0.03	0.319148936	0.329627621	1	4.64E-17	0.719574779	0.962672824	0.961785224	0.098776688	0.146785497
0.4	100	0.03	0.01	0.05	20000	10	0.609074698	0.720325336	0.602344149	0.03	0.216666667	0.334026571	1	-1.34E-17	0.676624796	0.957966861	0.955710557	0.022736556	0.057207761
0.4	100	0.03	0.01	0.05	20000	11	0.243170118	0.722113699	0.000477871	0.03	0.385964912	0.315648153	1	2.47E-17	0.651215036	0.947810453	0.949261238	0.109799058	0.161054576
0.4	100	0.03	0.01	0.05	20000	12	0.214141602	0.791924605	0.000340493	0.03	0.304347826	0.335240896	1	5.32E-17	0.741308084	0.965863272	0.966029891	-0.114035517	-0.087665872
0.4	100	0.03	0.01	0.05	20000	13	0.484222488	0.775526084	0.025648717	0.03	0.323076923	0.328096537	1	-8.94E-17	0.73247639	0.963319299	0.960281945	0.085133172	0.134598153
0.4	100	0.03	0.01	0.05	20000	14	0.339707378	0.79012809	0.001315179	0.03	0.352941176	0.328817951	1	-1.54E-17	0.710195784	0.957900496	0.959999437	0.173217617	0.224338374
0.4	100	0.03	0.01	0.05	20000	15	0.439765651	0.853145377	3.76E-05	0.03	0.459016393	0.320191486	1	1.12E-17	0.722326499	0.958762435	0.959912825	-0.031059704	0.003488989
0.4	100	0.03	0.01	0.05	20000	16	0.271528241	0.774342507	3.92E-05	0.03	0.46969697	0.32637803	1	2.14E-17	0.694723025	0.959238267	0.958662371	0.032903686	0.083489939
0.4	100	0.03	0.01	0.05	20000	17	0.360787307	0.794951453	3.66E-06	0.03	0.426229508	0.337526222	1	2.37E-17	0.720349438	0.968201129	0.96785901	-0.024950867	0.015867815
0.4	100	0.03	0.01	0.05	20000	18	0.395446399	0.663437171	0.018240456	0.03	0.375	0.320650772	1	-2.59E-17	0.654362584	0.959523289	0.958790084	0.050642123	0.105565204
0.4	100	0.03	0.01	0.05	20000	19	0.480032371	0.853590974	0.000335909	0.03	0.489795918	0.343713843	1	-6.07E-17	0.784091362	0.960654918	0.961647843	0.125930518	0.180048139
0.4	100	0.03	0.01	0.05	20000	20	0.349798854	0.765274153	0.001640883	0.03	0.303030303	0.327264174	1	3.02E-17	0.707089613	0.953543498	0.951540658	0.017448069	0.052482882
0.4	100	0.03	0.01	0.05	20000	21	0.293047501	0.694297159	0.001513078	0.03	0.352941176	0.327051246	1	-8.43E-18	0.649449198	0.949622902	0.945759816	0.054441876	0.112344189
0.4	100	0.03	0.01	0.05	20000	22	0.367309124	0.671911047	0.000415303	0.03	0.463768116	0.327255181	1	2.30E-17	0.63159139	0.95745029	0.95755364	0.010028304	0.063261089
0.4	100	0.03	0.01	0.05	20000	23	0.170804617	0.806261333	2.02E-06	0.03	0.379310345	0.337296068	1	5.24E-17	0.680169946	0.955433017	0.953734951	-0.046349847	-0.00670296
0.4	100	0.03	0.01	0.05	20000	24	0.182872391	0.811557093	4.26E-08	0.03	0.360655738	0.333968701	1	-1.27E-17	0.692281393	0.969055735	0.96828552	-0.10472397	-0.069013401
0.4	100	0.03	0.01	0.05	20000	25	0.261568085	0.69704853	0.010926421	0.03	0.302325581	0.329135505	1	-2.69E-17	0.685760216	0.962563498	0.959477884	0.083991109	0.127487511
0.4	100	0.03	0.01	0.05	20000	26	0.360380244	0.737810236	0.000826348	0.03	0.472727273	0.310837887	1	9.42E-18	0.661613817	0.958973994	0.957999767	0.060277755	0.116882387
0.4	100	0.03	0.01	0.05	20000	27	0.137751318	0.697238999	4.16E-05	0.03	0.440677966	0.329044915	1	7.78E-18	0.6533984	0.964430164	0.963638578	0.002350332	0.042931386
0.4	100	0.03	0.01	0.05	20000	28	0.261403233	0.820329252	0.000543915	0.03	0.357142857	0.330314394	1	4.81E-17	0.7150708	0.954366214	0.951635681	0.032681654	0.080062588
0.4	100	0.03	0.01	0.05	20000	29	0.3139857	0.627420654	0.019030595	0.03	0.403225806	0.311864858	1	9.26E-18	0.612718116	0.954540074	0.953356383	0.003205583	0.054365934
0.4	100	0.03	0.01	0.05	20000	30	0.132782161	0.792333316	5.10E-06	0.03	0.375	0.327293331	1	4.43E-17	0.684484695	0.955066048	0.954689111	-0.015786876	0.026822487
0.4	100	0.03	0.01	0.05	20000	31	0.36875699	0.705355102	6.36E-05	0.03	0.339622642	0.318661344	1	1.22E-17	0.707600721	0.964835977	0.964349947	-0.002259462	0.035693306
0.4	100	0.03	0.01	0.05	20000	32	0.109370886	0.817193422	3.76E-08	0.03	0.431034483	0.320421576	1	3.19E-17	0.674879025	0.965640454	0.96717498	-0.193393126	-0.149090417
0.4	100	0.03	0.01	0.05	20000	33	0.154880529	0.740279781	0.0001168	0.03	0.5	0.317471065	1	2.48E-17	0.653303915	0.957405329	0.959191242	-0.019642861	0.044498448
0.4	100	0.03	0.01	0.05	20000	34	0.063483997	0.672019069	0.000159933	0.03	0.396226415	0.338327042	1	-6.20E-17	0.640269925	0.969848972	0.969047125	-0.088724052	-0.039212667
0.4	100	0.03	0.01	0.05	20000	35	0.229892568	0.765911448	5.72E-05	0.03	0.381818182	0.334287468	1	-2.68E-17	0.669664979	0.958135903	0.956315759	0.063045852	0.110425203
0.4	100	0.03	0.01	0.05	20000	36	0.284879599	0.625048736	0.000329456	0.03	0.381818182	0.339705437	1	2.12E-17	0.606898615	0.961116123	0.959681805	0.007867252	0.052511088
0.4	100	0.03	0.01	0.05	20000	37	0.101514422	0.764565114	1.24E-05	0.03	0.411764706	0.333277111	1	1.06E-17	0.685606043	0.96247898	0.961634749	0.013933687	0.04882394
0.4	100	0.03	0.01	0.05	20000	38	0.486532986	0.782890163	0.030888588	0.03	0.38	0.325693021	1	5.97E-18	0.752476636	0.960519888	0.959645898	0.238783274	0.281371638
0.4	100	0.03	0.01	0.05	20000	39	0.160188104	0.690881712	0.000225638	0.03	0.470588235	0.320463339	1	-2.68E-18	0.663963834	0.95515781	0.953401014	0.07970452	0.12683706
0.4	100	0.03	0.01	0.05	20000	40	0.187429766	0.736303227	1.57E-05	0.03	0.470588235	0.319202587	1	4.14E-17	0.659614334	0.954912676	0.954005406	0.074976491	0.122764268
0.4	100	0.03	0.01	0.05	20000	41	0.292854726	0.711666308	0.017835927	0.03	0.357142857	0.315783886	1	1.10E-17	0.653566775	0.955860278	0.953573621	0.0136147	0.053852845
0.4	100	0.03	0.01	0.05	20000	42	0.442376264	0.830900425	0.001293823	0.03	0.423728814	0.331204198	1	1.16E-17	0.742235714	0.960134521	0.957118982	0.125531467	0.188735555
0.4	100	0.03	0.01	0.05	20000	43	0.434749583	0.816039484	0.007034758	0.03	0.338983051	0.328094926	1	-1.12E-17	0.736499565	0.960965373	0.961708702	0.117667213	0.160686155
0.4	100	0.03	0.01	0.05	20000	44	0.379433573	0.619849231	0.035531812	0.03	0.352941176	0.330733382	1	5.60E-17	0.603807648	0.963035081	0.961367014	0.04790626	0.087764885
0.4	100	0.03	0.01	0.05	20000	45	0.293809429	0.543652177	0.007515833	0.03	0.416666667	0.326572004	1	5.15E-17	0.640271727	0.9603621	0.963358384	0.0617172	0.109051703
0.4	100	0.03	0.01	0.05	20000	46	0.364517388	0.8210003	0.001574463	0.03	0.339622642	0.341184915	1	-2.18E-17	0.758717123	0.945522384	0.945045105	0.056393124	0.105004241
0.4	100	0.03	0.01	0.05	20000	47	0.417192169	0.722568393	0.037541181	0.03	0.263157895	0.325962688	1	-6.47E-17	0.715605661	0.958989498	0.960094435	0.065824979	0.106069384
0.4	100	0.03	0.01	0.05	20000	48	0.295142396	0.642643366	0.0003633	0.03	0.510638298	0.310465455	1	-1.33E-17	0.622939652	0.959885805	0.959525631	0.113515498	0.153752306
0.4	100	0.03	0.01	0.05	20000	49	0.189934468	0.727615205	3.73E-05	0.03	0.490566038	0.331294409	1	-2.84E-17	0.626993416	0.959644683	0.959642214	-0.027353505	0.016188277
0.4	100	0.03	0.01	0.05	20000	50	0.308435021	0.733676841	0.00056029	0.03	0.344262295	0.331496125	1	-3.17E-17	0.674604935	0.965566925	0.964297425	0.045497631	0.087700703
0.4	100	0.03	0.01	0.05	20000	51	-0.050619761	0.807366499	1.62E-07	0.03	0.294117647	0.334153683	1	4.50E-18	0.692675063	0.951577917	0.947673149	-0.088686882	-0.03896914
0.4	100	0.03	0.01	0.05	20000	52	0.090393015	0.760925484	6.36E-06	0.03	0.344827586	0.331284282	1	-5.74E-18	0.708890976	0.956186248	0.955211857	0.0695337	0.117056707
0.4	100	0.03	0.01	0.05	20000	53	0.167167384	0.629169499	0.000503172	0.03	0.442307692	0.325699382	1	4.44E-18	0.619360151	0.963400563	0.96178652	0.039065445	0.089299182
0.4	100	0.03	0.01	0.05	20000	54	0.089259317	0.74274861	5.29E-08	0.03	0.431034483	0.329419205	1	-3.51E-17	0.625998764	0.955334344	0.952691726	0.054165223	0.107375533
0.4	100	0.03	0.01	0.05	20000	55	0.447079336	0.746092421	0.017950032	0.03	0.379310345	0.31535605	1	2.18E-17	0.627176165	0.955317259	0.956089428	0.103685556	0.139069338
0.4	100	0.03	0.01	0.05	20000	56	0.186398839	0.820446808	6.78E-06	0.03	0.457627119	0.317586922	1	7.57E-18	0.708103669	0.954223059	0.953995072	0.130389462	0.188281318
0.4	100	0.03	0.01	0.05	20000	57	0.326185817	0.719559605	0.021761652	0.03	0.324675325	0.325102445	1	-4.97E-17	0.637761592	0.953703643	0.952514723	0.067806473	0.114109167
0.4	100	0.03	0.01	0.05	20000	58	0.293480514	0.806881616	7.91E-06	0.03	0.333333333	0.326464409	1	9.56E-17	0.742839036	0.970835555	0.971827149	-0.076085381	-0.03078606
0.4	100	0.03	0.01	0.05	20000	59	0.2297904	0.721775827	0.001382865	0.03	0.306451613	0.327194229	1	-1.51E-17	0.68836574	0.958808878	0.958953506	-0.023384328	0.007398181
0.4	100	0.03	0.01	0.05	20000	60	0.453558547	0.697091176	0.023115774	0.03	0.358490566	0.334809039	1	4.83E-17	0.64973002	0.964378839	0.963696001	0.067795569	0.10383082
0.4	100	0.03	0.01	0.05	20000	61	0.23770771	0.646753825	0.002252425	0.03	0.388888889	0.331364341	1	-1.34E-17	0.632255453	0.963000811	0.961743737	0.003736898	0.054390501
0.4	100	0.03	0.01	0.05	20000	62	0.230793211	0.726262849	8.91E-06	0.03	0.428571429	0.337102277	1	-4.41E-18	0.679155641	0.96058463	0.962132516	-0.00709082	0.042952184
0.4	100	0.03	0.01	0.05	20000	63	0.165055756	0.732993578	0.000196321	0.03	0.296875	0.33389049	1	7.11E-18	0.642891842	0.958643238	0.958526764	-0.128382132	-0.079524884
0.4	100	0.03	0.01	0.05	20000	64	0.455182518	0.641398247	0.013817747	0.03	0.288461538	0.329589765	1	6.90E-17	0.696318448	0.973152337	0.971355999	-0.046247156	-0.013442563
0.4	100	0.03	0.01	0.05	20000	65	0.325440155	0.750175077	0.001836753	0.03	0.448275862	0.324632945	1	-1.45E-17	0.657684401	0.963912455	0.963804792	0.141697069	0.187985742
0.4	100	0.03	0.01	0.05	20000	66	0.289998047	0.768332428	0.000578379	0.03	0.322580645	0.335620962	1	1.96E-17	0.695926777	0.960745166	0.961369043	-0.11497434	-0.067072914
0.4	100	0.03	0.01	0.05	20000	67	0.163476907	0.79151129	4.04E-05	0.03	0.433962264	0.323101177	1	-3.65E-17	0.679379076	0.955196065	0.953255593	0.197938166	0.243207528
0.4	100	0.03	0.01	0.05	20000	68	0.406998065	0.694651204	0.002196726	0.03	0.435483871	0.329584287	1	-2.02E-17	0.677495109	0.955100877	0.95247688	0.10796438	0.150153104
0.4	100	0.03	0.01	0.05	20000	69	0.374702125	0.793813115	0.004801994	0.03	0.304347826	0.335626099	1	9.32E-18	0.737146377	0.969666797	0.967035115	-0.122563462	-0.076150573
0.4	100	0.03	0.01	0.05	20000	70	0.471031857	0.762672483	0.019910982	0.03	0.351851852	0.328103882	1	3.44E-17	0.725806833	0.965311944	0.964885043	0.028826839	0.075694748
0.4	100	0.03	0.01	0.05	20000	71	0.237709877	0.719223078	0.016103983	0.03	0.222222222	0.318980088	1	-4.92E-17	0.666946227	0.949097724	0.947608372	0.060687499	0.099350612
0.4	100	0.03	0.01	0.05	20000	72	0.31317006	0.667681523	0.002816408	0.03	0.305084746	0.336278569	1	-5.44E-17	0.62249151	0.961875885	0.960438584	0.012138383	0.050242931
0.4	100	0.03	0.01	0.05	20000	73	0.156438403	0.728117686	2.24E-06	0.03	0.432835821	0.326217559	1	-5.42E-17	0.610468779	0.954686112	0.952467862	0.055554995	0.099679388
0.4	100	0.03	0.01	0.05	20000	74	0.426231308	0.804234669	0.000195925	0.03	0.425925926	0.335848588	1	-4.12E-17	0.72236234	0.959115074	0.959367414	0.014157735	0.04240448
0.4	100	0.03	0.01	0.05	20000	75	0.296174339	0.726456623	7.81E-05	0.03	0.333333333	0.320241386	1	2.90E-17	0.669089024	0.964690904	0.961578407	-0.03931325	0.003734556
0.4	100	0.03	0.01	0.05	20000	76	0.216881372	0.728812451	0.000113659	0.03	0.35483871	0.326486685	1	1.42E-17	0.688256529	0.96837709	0.965753523	0.015603345	0.054437313
0.4	100	0.03	0.01	0.05	20000	77	0.424050553	0.726770211	0.006348641	0.03	0.316666667	0.326157127	1	-3.35E-17	0.666884602	0.956930912	0.955204985	0.056491127	0.096268386
0.4	100	0.03	0.01	0.05	20000	78	0.50067735	0.736448473	0.005691011	0.03	0.333333333	0.331605864	1	-1.50E-17	0.697989348	0.96556982	0.963895907	0.051407249	0.098442796
0.4	100	0.03	0.01	0.05	20000	79	0.300110456	0.728738675	0.014307947	0.03	0.267857143	0.334776014	1	8.67E-18	0.697256416	0.968994034	0.966764921	0.055671405	0.09796539
0.4	100	0.03	0.01	0.05	20000	80	0.387851927	0.688713135	0.010410727	0.03	0.368421053	0.327236828	1	6.30E-17	0.647493593	0.961705182	0.959498533	0.096407288	0.15024472
0.4	100	0.03	0.01	0.05	20000	81	0.481768159	0.758013598	0.019273676	0.03	0.4	0.327055248	1	-1.04E-17	0.701853162	0.955998517	0.955972487	0.149488406	0.196805157
0.4	100	0.03	0.01	0.05	20000	82	0.439298673	0.661799358	0.00739447	0.03	0.387096774	0.323927964	1	6.20E-17	0.636154277	0.953199953	0.952445496	-0.019626023	0.031578561
0.4	100	0.03	0.01	0.05	20000	83	0.379239797	0.740941183	0.0022394	0.03	0.352941176	0.33465592	1	-3.79E-17	0.696373042	0.963801325	0.962288954	-0.10533501	-0.059213438
0.4	100	0.03	0.01	0.05	20000	84	0.207014781	0.712044749	0.000296348	0.03	0.303030303	0.331987561	1	-3.62E-17	0.678392228	0.961648889	0.961935963	0.03190862	0.070228682
0.4	100	0.03	0.01	0.05	20000	85	0.440247767	0.791506087	0.006906389	0.03	0.328358209	0.322049543	1	3.82E-17	0.660176129	0.965462835	0.963055097	0.070465489	0.111946523
0.4	100	0.03	0.01	0.05	20000	86	0.416630286	0.805663989	0.00062234	0.03	0.343283582	0.341995257	1	-4.48E-19	0.740689357	0.966923618	0.965133302	0.05896249	0.114086281
0.4	100	0.03	0.01	0.05	20000	87	0.189230079	0.743534017	7.06E-06	0.03	0.333333333	0.326456209	1	-2.11E-18	0.692900335	0.951362674	0.947502658	0.015855142	0.063095993
0.4	100	0.03	0.01	0.05	20000	88	0.308922068	0.810590736	0.001835169	0.03	0.4	0.31539011	1	1.18E-17	0.706495817	0.953890358	0.954691622	0.154352984	0.204466374
0.4	100	0.03	0.01	0.05	20000	89	0.393124471	0.694310948	0.081588282	0.03	0.267857143	0.320645503	1	4.63E-17	0.649686608	0.969906674	0.969223866	0.007035352	0.048898315
0.4	100	0.03	0.01	0.05	20000	90	0.350237736	0.74172564	1.14E-05	0.03	0.397058824	0.329314138	1	9.40E-18	0.671807193	0.969881683	0.965721272	0.058732503	0.102178129
0.4	100	0.03	0.01	0.05	20000	91	0.411802638	0.67970549	0.080214215	0.03	0.403846154	0.334894805	1	-2.83E-17	0.679303444	0.951453942	0.949309225	-0.002255772	0.045722825
0.4	100	0.03	0.01	0.05	20000	92	0.323360924	0.698146093	0.000796873	0.03	0.365079365	0.323945996	1	-6.08E-18	0.639683526	0.962198479	0.961298366	0.105242729	0.151056022
0.4	100	0.03	0.01	0.05	20000	93	0.308391659	0.776056774	2.54E-06	0.03	0.516129032	0.344950961	1	-4.56E-17	0.675967307	0.95866509	0.957315867	0.066666964	0.10988536
0.4	100	0.03	0.01	0.05	20000	94	0.233264057	0.728960401	4.70E-05	0.03	0.428571429	0.31728167	1	4.48E-17	0.65382396	0.965728711	0.964483228	0.010145001	0.061969622
0.4	100	0.03	0.01	0.05	20000	95	0.23414369	0.696208864	1.32E-05	0.03	0.464285714	0.322442175	1	-2.08E-18	0.629355431	0.96127603	0.959965319	0.032176505	0.079639847
0.4	100	0.03	0.01	0.05	20000	96	0.263521648	0.788412769	0.001111266	0.03	0.34	0.35620494	1	2.36E-18	0.723142155	0.970162458	0.969999943	-0.043822778	-0.000783023
0.4	100	0.03	0.01	0.05	20000	97	0.448719064	0.763603629	0.027820155	0.03	0.233333333	0.324370753	1	-6.13E-17	0.703610731	0.954680957	0.955474184	-0.016063762	0.02534092
0.4	100	0.03	0.01	0.05	20000	98	0.404962209	0.761173608	0.001616021	0.03	0.404255319	0.326616766	1	9.98E-18	0.713060704	0.964921231	0.965173899	0.159370279	0.205641183
0.4	100	0.03	0.01	0.05	20000	99	0.41209176	0.789603464	0.000296348	0.03	0.3125	0.330655966	1	1.92E-17	0.70602675	0.963233215	0.960173813	-0.052490363	-0.0140922
0.4	100	0.03	0.01	0.05	20000	100	0.39215998	0.713131842	0.017677169	0.03	0.388888889	0.333802904	1	-3.62E-17	0.655722975	0.963805377	0.963223038	-0.021241961	0.013854301
0.4	100	0.05	0.01	0.05	20000	1	0.273847818	0.686482358	6.93E-08	0.05	0.569230769	0.305811021	1	-6.72E-18	0.574758075	0.958146451	0.951327752	0.092940435	0.148297461
0.4	100	0.05	0.01	0.05	20000	2	0.158808147	0.780937335	3.25E-07	0.05	0.507692308	0.324271309	1	-2.02E-17	0.653919158	0.963061214	0.961737342	0.059977013	0.125712144
0.4	100	0.05	0.01	0.05	20000	3	0.425725181	0.85203803	7.62E-05	0.05	0.532258065	0.328700446	1	1.47E-17	0.762657615	0.952742947	0.953834052	0.181827334	0.241805721
0.4	100	0.05	0.01	0.05	20000	4	0.063222748	0.807325049	3.24E-12	0.05	0.606557377	0.329750004	1	-3.94E-17	0.605383465	0.960467507	0.958494819	0.055567962	0.116480816
0.4	100	0.05	0.01	0.05	20000	5	0.35863654	0.722258985	1.89E-06	0.05	0.627118644	0.32517823	1	4.24E-17	0.643449172	0.961900371	0.955419812	0.162535981	0.225456073
0.4	100	0.05	0.01	0.05	20000	6	0.305721383	0.62116551	0.002871765	0.05	0.545454545	0.330322248	1	-1.86E-17	0.622140568	0.954911929	0.95228046	0.090493684	0.165501713
0.4	100	0.05	0.01	0.05	20000	7	0.273066057	0.769862892	7.13E-05	0.05	0.430769231	0.33119812	1	5.33E-17	0.668995167	0.97107023	0.968801915	0.089519361	0.137331506
