h2_p,N_causal_SNPs,vr,freq_r,k,N_samples,power,penetrance,mean_prs_cases,h2_poly_est
0.2,100,0.02,0.02,0.02,2000,0.14,0.0866612942,0.46764010995,0.19841864306
0.2,100,0.02,0.02,0.02,3000,0.17,0.08686968261,0.46575307598,0.19833025515
0.2,100,0.02,0.02,0.02,5000,0.21,0.08360058426,0.4751791102,0.19853791376
0.2,100,0.02,0.02,0.02,10000,0.41,0.08575858932,0.47444898365,0.19830617146
0.2,100,0.02,0.02,0.05,1000,0.08,0.16922725619,0.39982943772,0.1978497634
0.2,100,0.02,0.02,0.05,2000,0.22,0.17042386527,0.40089228338,0.19841864306
0.2,100,0.02,0.02,0.05,3000,0.29,0.17162303613,0.40306119204,0.19833025515
0.2,100,0.02,0.02,0.05,5000,0.37,0.17026466361,0.40480211864,0.19853791376
0.2,100,0.02,0.02,0.05,10000,0.62,0.17045955346,0.40606139709,0.19830617146
0.2,100,0.02,0.02,0.1,1000,0.14,0.27059222936,0.34198789923,0.1978497634
0.2,100,0.02,0.02,0.1,2000,0.2,0.27968348469,0.34450053972,0.19841864306
0.2,100,0.02,0.02,0.1,3000,0.39,0.28110667073,0.34461000017,0.19833025515
0.2,100,0.02,0.02,0.1,5000,0.55,0.27931047477,0.34539354036,0.19853791376
0.2,100,0.02,0.02,0.1,10000,0.82,0.28031513387,0.34634549985,0.19830617146
0.2,100,0.03,0.005,0.02,1000,0.21,0.33653180809,0.44718012439,0.1978497634
0.2,100,0.03,0.005,0.02,2000,0.36,0.34337769222,0.44700388571,0.19841864306
0.2,100,0.03,0.005,0.02,3000,0.5,0.34840208132,0.44535883251,0.19833025515
0.2,100,0.03,0.005,0.02,5000,0.74,0.35126138338,0.45217461555,0.19853791376
0.2,100,0.03,0.005,0.02,10000,0.99,0.3500020579,0.4504445958,0.19830617146
0.2,100,0.03,0.005,0.05,1000,0.25,0.50565450051,0.39229779596,0.1978497634
0.2,100,0.03,0.005,0.05,2000,0.48,0.51739410268,0.39388014085,0.19841864306
0.2,100,0.03,0.005,0.05,3000,0.59,0.51456422723,0.39578336474,0.19833025515
0.2,100,0.03,0.005,0.05,5000,0.9,0.51883478868,0.39642758264,0.19853791376
0.2,100,0.03,0.005,0.05,10000,1,0.51914534844,0.39698729879,0.19830617146
0.2,100,0.03,0.005,0.1,1000,0.3,0.66816447159,0.33657769607,0.1978497634
0.2,100,0.03,0.005,0.1,2000,0.55,0.67219174477,0.34056896816,0.19841864306
0.2,100,0.03,0.005,0.1,3000,0.74,0.66342821036,0.34109484296,0.19833025515
0.2,100,0.03,0.005,0.1,5000,0.95,0.66545180309,0.3422652939,0.19853791376
0.2,100,0.03,0.005,0.1,10000,1,0.66584713728,0.34212214942,0.19830617146
0.2,100,0.03,0.01,0.02,1000,0.1,0.18669412193,0.45727361037,0.1978497634
0.2,100,0.03,0.01,0.02,2000,0.16,0.18067717251,0.45908471251,0.19841864306
0.2,100,0.03,0.01,0.02,3000,0.27,0.18156486828,0.45665685354,0.19833025515
0.2,100,0.03,0.01,0.02,5000,0.48,0.19158126389,0.46195802985,0.19853791376
0.2,100,0.03,0.01,0.02,10000,0.83,0.19051409231,0.46065456111,0.19830617146
0.2,100,0.03,0.01,0.05,1000,0.18,0.31986901292,0.39282067977,0.1978497634
0.2,100,0.03,0.01,0.05,2000,0.31,0.316107568,0.39568849166,0.19841864306
0.2,100,0.03,0.01,0.05,3000,0.6,0.31843529525,0.39868902919,0.19833025515
0.2,100,0.03,0.01,0.05,5000,0.73,0.3285695788,0.3989371777,0.19853791376
0.2,100,0.03,0.01,0.05,10000,0.98,0.32698655626,0.39888514935,0.19830617146
0.2,100,0.03,0.01,0.1,1000,0.24,0.46235484559,0.33738644355,0.1978497634
0.2,100,0.03,0.01,0.1,2000,0.5,0.45712030398,0.34081909383,0.19841864306
0.2,100,0.03,0.01,0.1,3000,0.69,0.46611825052,0.3417284903,0.19833025515
0.2,100,0.03,0.01,0.1,5000,0.86,0.46880745624,0.34260416008,0.19853791376
0.2,100,0.03,0.01,0.1,10000,0.99,0.47205786305,0.34238667417,0.19830617146
0.2,100,0.03,0.02,0.02,1000,0.15,0.11335990634,0.46698111056,0.1978497634
0.2,100,0.03,0.02,0.02,2000,0.21,0.10947624905,0.4599191707,0.19841864306
0.2,100,0.03,0.02,0.02,3000,0.3,0.11187383469,0.45989657115,0.19833025515
0.2,100,0.03,0.02,0.02,5000,0.35,0.11002196317,0.46757496,0.19853791376
0.2,100,0.03,0.02,0.02,10000,0.6,0.11174039785,0.46801081374,0.19830617146
0.2,100,0.03,0.02,0.05,1000,0.13,0.21031208447,0.3969370268,0.1978497634
0.2,100,0.03,0.02,0.05,2000,0.26,0.21296447161,0.39845011685,0.19841864306
0.2,100,0.03,0.02,0.05,3000,0.44,0.2136191884,0.40032445616,0.19833025515
0.2,100,0.03,0.02,0.05,5000,0.58,0.21190799556,0.40320268712,0.19853791376
0.2,100,0.03,0.02,0.05,10000,0.88,0.21229868624,0.40334240553,0.19830617146
0.2,100,0.03,0.02,0.1,1000,0.24,0.32489703615,0.33957229755,0.1978497634
0.2,100,0.03,0.02,0.1,2000,0.38,0.33498445156,0.34275299169,0.19841864306
0.2,100,0.03,0.02,0.1,3000,0.6,0.33527068676,0.34181430515,0.19833025515
0.2,100,0.03,0.02,0.1,5000,0.78,0.3350783707,0.34289984289,0.19853791376
0.2,100,0.03,0.02,0.1,10000,0.95,0.33534901784,0.34428109906,0.19830617146
0.2,100,0.05,0.005,0.02,1000,0.39,0.52465228212,0.41902493271,0.1978497634
0.2,100,0.05,0.005,0.02,2000,0.59,0.53323329046,0.41562170127,0.19841864306
0.2,100,0.05,0.005,0.02,3000,0.8,0.53465039284,0.41376170695,0.19833025515
0.2,100,0.05,0.005,0.02,5000,0.97,0.53665095335,0.41983811585,0.19853791376
0.2,100,0.05,0.005,0.02,10000,1,0.53689681514,0.4163043076,0.19830617146
0.2,100,0.05,0.005,0.05,1000,0.48,0.71877378097,0.37608336201,0.1978497634
0.2,100,0.05,0.005,0.05,2000,0.77,0.72062973151,0.37887983265,0.19841864306
0.2,100,0.05,0.005,0.05,3000,0.93,0.71143485198,0.3825636353,0.19833025515
0.2,100,0.05,0.005,0.05,5000,0.99,0.71142802596,0.38409246287,0.19853791376
0.2,100,0.05,0.005,0.05,10000,1,0.7142996141,0.38365557031,0.19830617146
0.2,100,0.05,0.005,0.1,1000,0.55,0.83341271333,0.33327036588,0.1978497634
0.2,100,0.05,0.005,0.1,2000,0.79,0.83219362112,0.33763298977,0.19841864306
0.2,100,0.05,0.005,0.1,3000,0.94,0.82774398412,0.33708728856,0.19833025515
0.2,100,0.05,0.005,0.1,5000,0.99,0.82920786268,0.33888253575,0.19853791376
0.2,100,0.05,0.005,0.1,10000,1,0.83038229041,0.33908964994,0.19830617146
0.2,100,0.05,0.01,0.02,1000,0.17,0.28292226289,0.44030173757,0.1978497634
0.2,100,0.05,0.01,0.02,2000,0.44,0.28057186108,0.43593048291,0.19841864306
0.2,100,0.05,0.01,0.02,3000,0.68,0.28118331819,0.43310905151,0.19833025515
0.2,100,0.05,0.01,0.02,5000,0.84,0.2910471317,0.43653701491,0.19853791376
0.2,100,0.05,0.01,0.02,10000,1,0.29151689306,0.43434679303,0.19830617146
0.2,100,0.05,0.01,0.05,1000,0.39,0.45686995076,0.38289360342,0.1978497634
0.2,100,0.05,0.01,0.05,2000,0.63,0.45081742603,0.38368685309,0.19841864306
0.2,100,0.05,0.01,0.05,3000,0.85,0.45805183324,0.38586397201,0.19833025515
0.2,100,0.05,0.01,0.05,5000,0.99,0.46027305716,0.38661473631,0.19853791376
0.2,100,0.05,0.01,0.05,10000,1,0.46305956406,0.38682892503,0.19830617146
0.2,100,0.05,0.01,0.1,1000,0.44,0.6085506413,0.33219055817,0.1978497634
0.2,100,0.05,0.01,0.1,2000,0.78,0.60706021202,0.33514447415,0.19841864306
0.2,100,0.05,0.01,0.1,3000,0.93,0.60745750347,0.33690725753,0.19833025515
0.2,100,0.05,0.01,0.1,5000,1,0.61116987461,0.3372330455,0.19853791376
0.2,100,0.05,0.01,0.1,10000,1,0.61303322217,0.33753304665,0.19830617146
0.2,100,0.05,0.02,0.02,1000,0.16,0.15959055788,0.45146448485,0.1978497634
0.2,100,0.05,0.02,0.02,2000,0.31,0.15961503717,0.44098938193,0.19841864306
0.2,100,0.05,0.02,0.02,3000,0.45,0.15893703,0.44438699014,0.19833025515
0.2,100,0.05,0.02,0.02,5000,0.69,0.15846098004,0.44934149872,0.19853791376
0.2,100,0.05,0.02,0.02,10000,0.92,0.15864945461,0.45129149207,0.19830617146
0.2,100,0.05,0.02,0.05,1000,0.29,0.27981074772,0.39173779196,0.1978497634
0.2,100,0.05,0.02,0.05,2000,0.51,0.2889354421,0.38951274029,0.19841864306
0.2,100,0.05,0.02,0.05,3000,0.73,0.28939146927,0.39102486392,0.19833025515
0.2,100,0.05,0.02,0.05,5000,0.9,0.28746813126,0.39369313184,0.19853791376
0.2,100,0.05,0.02,0.05,10000,1,0.28773366189,0.39390220755,0.19830617146
0.2,100,0.05,0.02,0.1,1000,0.3,0.42149689172,0.33408359737,0.1978497634
0.2,100,0.05,0.02,0.1,2000,0.62,0.42681057045,0.33915394495,0.19841864306
0.2,100,0.05,0.02,0.1,3000,0.79,0.42954369321,0.33832431334,0.19833025515
0.2,100,0.05,0.02,0.1,5000,1,0.43043331485,0.33856181224,0.19853791376
0.2,100,0.05,0.02,0.1,10000,1,0.43151765662,0.33982963176,0.19830617146
0.2,100,0.1,0.005,0.02,1000,0.73,0.86486972037,0.32075174242,0.1978497634
0.2,100,0.1,0.005,0.02,2000,0.94,0.85266272916,0.33301097064,0.19841864306
0.2,100,0.1,0.005,0.02,3000,0.98,0.84883445643,0.33256194469,0.19833025515
0.2,100,0.1,0.005,0.02,5000,1,0.85210544536,0.33635240061,0.19853791376
0.2,100,0.1,0.005,0.02,10000,1,0.85210324494,0.33625100766,0.19830617146
0.2,100,0.1,0.005,0.05,1000,0.77,0.94887027027,0.35737985796,0.1978497634
0.2,100,0.1,0.005,0.05,2000,0.94,0.94759755114,0.36192988663,0.19841864306
0.2,100,0.1,0.005,0.05,3000,0.99,0.94114954445,0.36393412725,0.19833025515
0.2,100,0.1,0.005,0.05,5000,1,0.94334556292,0.36647082553,0.19853791376
0.2,100,0.1,0.005,0.05,10000,1,0.94242103262,0.36681591351,0.19830617146
0.2,100,0.1,0.005,0.1,1000,0.72,0.97928861216,0.33237227612,0.1978497634
0.2,100,0.1,0.005,0.1,2000,0.93,0.97885783068,0.33704392116,0.19841864306
0.2,100,0.1,0.005,0.1,3000,0.96,0.97838556465,0.33772402973,0.19833025515
0.2,100,0.1,0.005,0.1,5000,0.99,0.97836058563,0.33893109476,0.19853791376
0.2,100,0.1,0.005,0.1,10000,1,0.9776112094,0.339449964,0.19830617146
0.2,100,0.1,0.01,0.02,1000,0.48,0.50253961053,0.3560777162,0.1978497634
0.2,100,0.1,0.01,0.02,2000,0.86,0.51054431058,0.35117186343,0.19841864306
0.2,100,0.1,0.01,0.02,3000,0.95,0.51464463204,0.34916676894,0.19833025515
0.2,100,0.1,0.01,0.02,5000,1,0.51538701009,0.35442038312,0.19853791376
0.2,100,0.1,0.01,0.02,10000,1,0.51611161167,0.3528353606,0.19830617146
0.2,100,0.1,0.01,0.05,1000,0.77,0.7122621578,0.35104090686,0.1978497634
0.2,100,0.1,0.01,0.05,2000,0.95,0.71411721092,0.34907203849,0.19841864306
0.2,100,0.1,0.01,0.05,3000,0.99,0.71496302184,0.35207897006,0.19833025515
0.2,100,0.1,0.01,0.05,5000,1,0.71736971874,0.35323527538,0.19853791376
0.2,100,0.1,0.01,0.05,10000,1,0.71966042638,0.35204222081,0.19830617146
0.2,100,0.1,0.01,0.1,1000,0.78,0.84782095944,0.32049944779,0.1978497634
0.2,100,0.1,0.01,0.1,2000,0.99,0.84132207901,0.32370688278,0.19841864306
0.2,100,0.1,0.01,0.1,3000,1,0.83908242921,0.32560117135,0.19833025515
0.2,100,0.1,0.01,0.1,5000,1,0.83959491875,0.32729846143,0.19853791376
0.2,100,0.1,0.01,0.1,10000,1,0.84057590602,0.32743088883,0.19830617146
0.2,100,0.1,0.02,0.02,1000,0.33,0.26092229628,0.40116605909,0.1978497634
0.2,100,0.1,0.02,0.02,2000,0.64,0.27112155903,0.39779071942,0.19841864306
0.2,100,0.1,0.02,0.02,3000,0.8,0.27204943228,0.39448767083,0.19833025515
0.2,100,0.1,0.02,0.02,5000,0.97,0.2682821293,0.40094805728,0.19853791376
0.2,100,0.1,0.02,0.02,10000,1,0.26947260589,0.40090833704,0.19830617146
0.2,100,0.1,0.02,0.05,1000,0.57,0.44801798052,0.36471429555,0.1978497634
0.2,100,0.1,0.02,0.05,2000,0.87,0.45101597876,0.36689942865,0.19841864306
0.2,100,0.1,0.02,0.05,3000,0.99,0.45206542017,0.36556114814,0.19833025515
0.2,100,0.1,0.02,0.05,5000,1,0.45343590476,0.36532542621,0.19853791376
0.2,100,0.1,0.02,0.05,10000,1,0.45547872014,0.36413647996,0.19830617146
0.2,100,0.1,0.02,0.1,1000,0.71,0.61230473961,0.31917528347,0.1978497634
0.2,100,0.1,0.02,0.1,2000,0.96,0.61287372842,0.32606092888,0.19841864306
0.2,100,0.1,0.02,0.1,3000,1,0.61451231266,0.32518565878,0.19833025515
0.2,100,0.1,0.02,0.1,5000,1,0.61720733958,0.32541163403,0.19853791376
0.2,100,0.1,0.02,0.1,10000,1,0.61828829359,0.32621465274,0.19830617146
0.3,100,0.01,0.005,0.02,1000,0.08,0.12903703611,0.71106110195,0.29677464508
0.3,100,0.01,0.005,0.02,2000,0.08,0.13443393844,0.71292416102,0.29762796464
0.3,100,0.01,0.005,0.02,3000,0.13,0.13189354001,0.71564393157,0.29749538276
0.3,100,0.01,0.005,0.02,5000,0.22,0.13527139941,0.71659534212,0.29780687064
0.3,100,0.01,0.005,0.02,10000,0.49,0.13656235456,0.71531974853,0.2974592572
0.3,100,0.01,0.005,0.05,1000,0.16,0.2445577217,0.60343385248,0.29677464508
0.3,100,0.01,0.005,0.05,2000,0.14,0.24901391794,0.60334284049,0.29762796464
0.3,100,0.01,0.005,0.05,3000,0.25,0.24822093447,0.60635796321,0.29749538276
0.3,100,0.01,0.005,0.05,5000,0.43,0.24861911058,0.60843140566,0.29780687064
0.3,100,0.01,0.005,0.05,10000,0.72,0.24615509434,0.60952683752,0.2974592572
0.3,100,0.01,0.005,0.1,1000,0.14,0.36970660285,0.51121004728,0.29677464508
0.3,100,0.01,0.005,0.1,2000,0.22,0.37665592135,0.51748228333,0.29762796464
0.3,100,0.01,0.005,0.1,3000,0.33,0.37554111041,0.51790016191,0.29749538276
0.3,100,0.01,0.005,0.1,5000,0.56,0.37866441805,0.51877061515,0.29780687064
0.3,100,0.01,0.005,0.1,10000,0.86,0.37696846103,0.51978785317,0.2974592572
0.3,100,0.01,0.01,0.02,1000,0.06,0.09223482923,0.71397238252,0.29677464508
0.3,100,0.01,0.01,0.02,2000,0.07,0.08377934427,0.71608427565,0.29762796464
0.3,100,0.01,0.01,0.02,3000,0.12,0.08253794668,0.71627718043,0.29749538276
0.3,100,0.01,0.01,0.02,5000,0.13,0.08556009963,0.71906859034,0.29780687064
0.3,100,0.01,0.01,0.02,10000,0.34,0.08560818157,0.71774635642,0.2974592572
0.3,100,0.01,0.01,0.05,1000,0.04,0.17012151678,0.60881281067,0.29677464508
0.3,100,0.01,0.01,0.05,2000,0.07,0.16452982704,0.60714096516,0.29762796464
0.3,100,0.01,0.01,0.05,3000,0.11,0.16284505535,0.60845492243,0.29749538276
0.3,100,0.01,0.01,0.05,5000,0.28,0.17254354911,0.60941947578,0.29780687064
0.3,100,0.01,0.01,0.05,10000,0.54,0.16920758032,0.61033243544,0.2974592572
0.3,100,0.01,0.01,0.1,1000,0.06,0.27576960749,0.51188265214,0.29677464508
0.3,100,0.01,0.01,0.1,2000,0.18,0.26984233433,0.51778710282,0.29762796464
0.3,100,0.01,0.01,0.1,3000,0.34,0.27331734727,0.51817318623,0.29749538276
0.3,100,0.01,0.01,0.1,5000,0.44,0.28261098501,0.51911624414,0.29780687064
0.3,100,0.01,0.01,0.1,10000,0.77,0.27921720443,0.51971152776,0.2974592572
0.3,100,0.01,0.02,0.02,1000,0.04,0.05998115609,0.71206274716,0.29677464508
0.3,100,0.01,0.02,0.02,2000,0.11,0.05812024026,0.71414276153,0.29762796464
0.3,100,0.01,0.02,0.02,3000,0.1,0.05863510483,0.71604841736,0.29749538276
0.3,100,0.01,0.02,0.02,5000,0.14,0.05741205716,0.71873173749,0.29780687064
0.3,100,0.01,0.02,0.02,10000,0.27,0.05894755565,0.71900125342,0.2974592572
0.3,100,0.01,0.02,0.05,1000,0.04,0.12550530655,0.60856684097,0.29677464508
0.3,100,0.01,0.02,0.05,2000,0.17,0.12529593068,0.60570158287,0.29762796464
0.3,100,0.01,0.02,0.05,3000,0.28,0.12649177328,0.6067111296,0.29749538276
0.3,100,0.01,0.02,0.05,5000,0.21,0.12409165219,0.60960679124,0.29780687064
0.3,100,0.01,0.02,0.05,10000,0.49,0.12454229853,0.61117665895,0.2974592572
0.3,100,0.01,0.02,0.1,1000,0.09,0.2118791604,0.51276443985,0.29677464508
0.3,100,0.01,0.02,0.1,2000,0.21,0.21842226462,0.51763380494,0.29762796464
0.3,100,0.01,0.02,0.1,3000,0.31,0.22018662499,0.51777885534,0.29749538276
0.3,100,0.01,0.02,0.1,5000,0.34,0.21720128042,0.51984440603,0.29780687064
0.3,100,0.01,0.02,0.1,10000,0.65,0.2177314178,0.52032466591,0.2974592572
0.3,100,0.02,0.005,0.02,1000,0.19,0.24168985754,0.69144349894,0.29677464508
0.3,100,0.02,0.005,0.02,2000,0.31,0.24542541319,0.69734791767,0.29762796464
0.3,100,0.02,0.005,0.02,3000,0.5,0.24269291778,0.69903395504,0.29749538276
0.3,100,0.02,0.005,0.02,5000,0.62,0.24087222047,0.70182356506,0.29780687064
0.3,100,0.02,0.005,0.02,10000,0.95,0.24237071837,0.69938970559,0.2974592572
0.3,100,0.02,0.005,0.05,1000,0.28,0.38866306309,0.60014374742,0.29677464508
0.3,100,0.02,0.005,0.05,2000,0.48,0.39416721305,0.59572902826,0.29762796464
0.3,100,0.02,0.005,0.05,3000,0.62,0.39104263161,0.59793174943,0.29749538276
0.3,100,0.02,0.005,0.05,5000,0.87,0.39195915679,0.60132950585,0.29780687064
0.3,100,0.02,0.005,0.05,10000,0.99,0.39274371912,0.60139096691,0.2974592572
0.3,100,0.02,0.005,0.1,1000,0.31,0.52745781077,0.50827778382,0.29677464508
0.3,100,0.02,0.005,0.1,2000,0.54,0.54082039765,0.51426178104,0.29762796464
0.3,100,0.02,0.005,0.1,3000,0.64,0.53922527413,0.51458655065,0.29749538276
0.3,100,0.02,0.005,0.1,5000,0.92,0.54262177115,0.51599229312,0.29780687064
0.3,100,0.02,0.005,0.1,10000,1,0.5420449416,0.51644959341,0.2974592572
0.3,100,0.02,0.01,0.02,1000,0.1,0.13930563745,0.70588520146,0.29677464508
0.3,100,0.02,0.01,0.02,2000,0.18,0.13335055747,0.70739521934,0.29762796464
0.3,100,0.02,0.01,0.02,3000,0.22,0.13320594786,0.70737009262,0.29749538276
0.3,100,0.02,0.01,0.02,5000,0.41,0.13986792005,0.70858809272,0.29780687064
0.3,100,0.02,0.01,0.02,10000,0.77,0.13841898741,0.70570350636,0.2974592572
0.3,100,0.02,0.01,0.05,1000,0.12,0.24360935971,0.60488827603,0.29677464508
0.3,100,0.02,0.01,0.05,2000,0.22,0.24177947433,0.59973632647,0.29762796464
0.3,100,0.02,0.01,0.05,3000,0.49,0.24373370523,0.60149162091,0.29749538276
0.3,100,0.02,0.01,0.05,5000,0.66,0.25400666418,0.6033677322,0.29780687064
0.3,100,0.02,0.01,0.05,10000,0.94,0.25128120388,0.60431660816,0.2974592572
0.3,100,0.02,0.01,0.1,1000,0.26,0.37814116712,0.5093359384,0.29677464508
0.3,100,0.02,0.01,0.1,2000,0.42,0.37240901258,0.51478240965,0.29762796464
0.3,100,0.02,0.01,0.1,3000,0.63,0.38022651205,0.51564141315,0.29749538276
0.3,100,0.02,0.01,0.1,5000,0.86,0.38544627849,0.51658192872,0.29780687064
0.3,100,0.02,0.01,0.1,10000,0.99,0.3840738302,0.5167779408,0.2974592572
0.3,100,0.02,0.02,0.02,1000,0.13,0.08832455441,0.70597468507,0.29677464508
0.3,100,0.02,0.02,0.02,2000,0.21,0.08591832673,0.70281323,0.29762796464
0.3,100,0.02,0.02,0.02,3000,0.29,0.08722523759,0.70650019732,0.29749538276
0.3,100,0.02,0.02,0.02,5000,0.36,0.08501625541,0.71148419162,0.29780687064
0.3,100,0.02,0.02,0.02,10000,0.64,0.08552021741,0.71148060187,0.2974592572
0.3,100,0.02,0.02,0.05,1000,0.15,0.17171851428,0.60513540809,0.29677464508
0.3,100,0.02,0.02,0.05,2000,0.27,0.17134047138,0.60192032925,0.29762796464
0.3,100,0.02,0.02,0.05,3000,0.39,0.17235130342,0.6034196677,0.29749538276
0.3,100,0.02,0.02,0.05,5000,0.59,0.17155786145,0.60612951723,0.29780687064
0.3,100,0.02,0.02,0.05,10000,0.88,0.17087637533,0.60794612146,0.2974592572
0.3,100,0.02,0.02,0.1,1000,0.18,0.26905877835,0.51186770039,0.29677464508
0.3,100,0.02,0.02,0.1,2000,0.35,0.27527504431,0.51670984488,0.29762796464
0.3,100,0.02,0.02,0.1,3000,0.59,0.27914435871,0.51618187347,0.29749538276
0.3,100,0.02,0.02,0.1,5000,0.72,0.27761570036,0.5183226125,0.29780687064
0.3,100,0.02,0.02,0.1,10000,0.94,0.27985860474,0.51859371365,0.2974592572
0.3,100,0.03,0.005,0.02,1000,0.26,0.33811449338,0.6743784904,0.29677464508
0.3,100,0.03,0.005,0.02,2000,0.51,0.34132971788,0.67470744807,0.29762796464
0.3,100,0.03,0.005,0.02,3000,0.68,0.34517772074,0.67689896779,0.29749538276
0.3,100,0.03,0.005,0.02,5000,0.9,0.34792682053,0.67989669769,0.29780687064
0.3,100,0.03,0.005,0.02,10000,1,0.34794858323,0.67705880066,0.2974592572
0.3,100,0.03,0.005,0.05,1000,0.39,0.5112624065,0.5904714027,0.29677464508
0.3,100,0.03,0.005,0.05,2000,0.72,0.52188737027,0.58855459393,0.29762796464
0.3,100,0.03,0.005,0.05,3000,0.87,0.51781457896,0.59039172592,0.29749538276
0.3,100,0.03,0.005,0.05,5000,0.99,0.52225327568,0.59276840401,0.29780687064
0.3,100,0.03,0.005,0.05,10000,1,0.51908517188,0.59291867889,0.2974592572
0.3,100,0.03,0.005,0.1,1000,0.42,0.65688457304,0.50586271827,0.29677464508
0.3,100,0.03,0.005,0.1,2000,0.66,0.66217025836,0.51073584717,0.29762796464
0.3,100,0.03,0.005,0.1,3000,0.91,0.65857198212,0.51153351174,0.29749538276
0.3,100,0.03,0.005,0.1,5000,0.99,0.66288922382,0.51312563909,0.29780687064
0.3,100,0.03,0.005,0.1,10000,1,0.66563319753,0.51304672815,0.2974592572
0.3,100,0.03,0.01,0.02,1000,0.13,0.18690973986,0.69342699382,0.29677464508
0.3,100,0.03,0.01,0.02,2000,0.28,0.18207910232,0.69648737704,0.29762796464
0.3,100,0.03,0.01,0.02,3000,0.54,0.18422068839,0.6935851753,0.29749538276
0.3,100,0.03,0.01,0.02,5000,0.76,0.19072642282,0.69458853355,0.29780687064
0.3,100,0.03,0.01,0.02,10000,0.97,0.18966053667,0.69151235236,0.2974592572
0.3,100,0.03,0.01,0.05,1000,0.25,0.31850160068,0.59568793033,0.29677464508
0.3,100,0.03,0.01,0.05,2000,0.5,0.31573747614,0.59259910973,0.29762796464
0.3,100,0.03,0.01,0.05,3000,0.73,0.32024943035,0.59528233153,0.29749538276
0.3,100,0.03,0.01,0.05,5000,0.97,0.32744490061,0.59619174444,0.29780687064
0.3,100,0.03,0.01,0.05,10000,1,0.32691250265,0.59703083009,0.2974592572
0.3,100,0.03,0.01,0.1,1000,0.41,0.45700860186,0.50568743542,0.29677464508
0.3,100,0.03,0.01,0.1,2000,0.68,0.45738158408,0.51140525519,0.29762796464
0.3,100,0.03,0.01,0.1,3000,0.86,0.46520086672,0.51234540343,0.29749538276
0.3,100,0.03,0.01,0.1,5000,1,0.47046131824,0.51304387179,0.29780687064
0.3,100,0.03,0.01,0.1,10000,1,0.4706405853,0.51338846097,0.2974592572
0.3,100,0.03,0.02,0.02,1000,0.18,0.11124958049,0.6928404851,0.29677464508
0.3,100,0.03,0.02,0.02,2000,0.35,0.11020252779,0.69884944133,0.29762796464
0.3,100,0.03,0.02,0.02,3000,0.43,0.11107321207,0.69656853697,0.29749538276
0.3,100,0.03,0.02,0.02,5000,0.61,0.10943012523,0.70478308313,0.29780687064
0.3,100,0.03,0.02,0.02,10000,0.87,0.11086103283,0.7021934583,0.2974592572
0.3,100,0.03,0.02,0.05,1000,0.22,0.207962846,0.60145125691,0.29677464508
0.3,100,0.03,0.02,0.05,2000,0.5,0.21412074397,0.59681723083,0.29762796464
0.3,100,0.03,0.02,0.05,3000,0.64,0.21470758252,0.5976621687,0.29749538276
0.3,100,0.03,0.02,0.05,5000,0.83,0.21355592618,0.60093812367,0.29780687064
0.3,100,0.03,0.02,0.05,10000,0.97,0.21285206478,0.60326093904,0.2974592572
0.3,100,0.03,0.02,0.1,1000,0.29,0.32515075303,0.50991895556,0.29677464508
0.3,100,0.03,0.02,0.1,2000,0.58,0.33678170153,0.51260382397,0.29762796464
0.3,100,0.03,0.02,0.1,3000,0.79,0.33840202767,0.51346355444,0.29749538276
0.3,100,0.03,0.02,0.1,5000,0.93,0.33519608836,0.51515048987,0.29780687064
0.3,100,0.03,0.02,0.1,10000,1,0.33567196891,0.51588173894,0.2974592572
0.3,100,0.05,0.005,0.02,1000,0.48,0.52332806305,0.62285162755,0.29677464508
0.3,100,0.05,0.005,0.02,2000,0.84,0.54005104862,0.62580264047,0.29762796464
0.3,100,0.05,0.005,0.02,3000,0.96,0.53556701245,0.62674930529,0.29749538276
0.3,100,0.05,0.005,0.02,5000,1,0.53909121122,0.62689850754,0.29780687064
0.3,100,0.05,0.005,0.02,10000,1,0.53898220923,0.62330593348,0.2974592572
0.3,100,0.05,0.005,0.05,1000,0.68,0.71812514819,0.56982547305,0.29677464508
0.3,100,0.05,0.005,0.05,2000,0.93,0.71574909205,0.56984704,0.29762796464
0.3,100,0.05,0.005,0.05,3000,0.99,0.70975530652,0.57195632445,0.29749538276
0.3,100,0.05,0.005,0.05,5000,1,0.70917346079,0.57589559602,0.29780687064
0.3,100,0.05,0.005,0.05,10000,1,0.71392929407,0.57557262014,0.2974592572
0.3,100,0.05,0.005,0.1,1000,0.73,0.83988791357,0.49848303013,0.29677464508
0.3,100,0.05,0.005,0.1,2000,0.92,0.83759937924,0.50461546999,0.29762796464
0.3,100,0.05,0.005,0.1,3000,0.97,0.83283112102,0.50558124864,0.29749538276
0.3,100,0.05,0.005,0.1,5000,1,0.8291291027,0.50769479587,0.29780687064
0.3,100,0.05,0.005,0.1,10000,1,0.83051273484,0.50823235617,0.2974592572
0.3,100,0.05,0.01,0.02,1000,0.29,0.28060638034,0.65782040712,0.29677464508
0.3,100,0.05,0.01,0.02,2000,0.67,0.28248548496,0.65848254632,0.29762796464
0.3,100,0.05,0.01,0.02,3000,0.83,0.28396659945,0.65431292962,0.29749538276
0.3,100,0.05,0.01,0.02,5000,1,0.29175536521,0.65631897594,0.29780687064
0.3,100,0.05,0.01,0.02,10000,1,0.29083062901,0.65351203264,0.2974592572
0.3,100,0.05,0.01,0.05,1000,0.57,0.45056022673,0.57795948815,0.29677464508
