h2_p	N_causal_SNPs	vr	freq_r	k	N_samples	seed	median_mut	median_ref	p_wilcox	h2_rare	penetrance	h2_poly_est	var_y	mean_prs	mean_prs_cases	r_prs_est_with_rv	r_prs_est_without_rv	mean_prs_cases_est_with_rv	mean_prs_cases_est_without_rv
0.4	100	0.02	0.01	0.05	5000	82	0.62395748	0.779040911	0.028364877	0.02	0.173469388	0.372337773	1	6.18E-17	0.801111513	0.976946696	0.976262903	-0.041749336	-0.025728949
0.4	100	0.02	0.01	0.05	5000	83	0.747754041	0.934728306	0.027554831	0.02	0.293478261	0.460439766	1	-6.46E-18	0.907803231	0.982079971	0.981883919	0.044714406	0.063887819
0.4	100	0.02	0.01	0.05	5000	84	0.456653428	0.676912274	0.020498303	0.02	0.32183908	0.286452082	1	-4.76E-17	0.641472442	0.974004963	0.972977465	-0.014461693	0.002945827
0.4	100	0.02	0.01	0.05	5000	85	0.667562552	0.803596877	0.012436098	0.02	0.280487805	0.425157015	1	-6.55E-17	0.775630168	0.979222754	0.979284159	0.055817279	0.078498909
0.4	100	0.02	0.01	0.05	5000	86	0.465127097	0.748624905	0.00138125	0.02	0.239583333	0.338218048	1	2.60E-17	0.702681081	0.975168074	0.974207667	-0.022343753	-0.004190945
0.4	100	0.02	0.01	0.05	5000	87	0.670736464	0.785278567	0.074602582	0.02	0.226804124	0.387430422	1	3.79E-17	0.76995334	0.97518039	0.975434163	-0.030987145	-0.017690218
0.4	100	0.02	0.01	0.05	5000	88	0.533608554	0.825277998	0.001683457	0.02	0.255555556	0.387987906	1	3.58E-17	0.776518484	0.98223017	0.981443811	-0.126952266	-0.110780939
0.4	100	0.02	0.01	0.05	5000	89	0.63008499	0.971832762	0.002783395	0.02	0.305263158	0.470228535	1	7.79E-17	0.914379842	0.978144078	0.977218963	0.023254273	0.042394307
0.4	100	0.02	0.01	0.05	5000	90	0.552995941	0.886376239	0.000661163	0.02	0.230088496	0.387989222	1	-2.26E-17	0.834056413	0.975576944	0.97586957	-0.043896892	-0.029453871
0.4	100	0.02	0.01	0.05	5000	91	0.486514081	1.080882658	7.64E-05	0.02	0.276595745	0.54874793	1	8.70E-18	1.064749033	0.983467239	0.982885423	0.055170917	0.075246951
0.4	100	0.02	0.01	0.05	5000	92	0.440459436	0.722204743	0.01216827	0.02	0.220183486	0.343116755	1	5.45E-17	0.698375002	0.976585603	0.975936389	-0.097965242	-0.080006605
0.4	100	0.02	0.01	0.05	5000	93	0.45627519	0.844202538	0.001434543	0.02	0.20952381	0.368645486	1	4.06E-17	0.790165513	0.9749136	0.974551249	-0.012661254	0.005946366
0.4	100	0.02	0.01	0.05	5000	94	0.517758283	0.873719061	0.003985416	0.02	0.290598291	0.420830509	1	-3.37E-17	0.805449427	0.977786518	0.977046278	0.001790979	0.020037176
0.4	100	0.02	0.01	0.05	5000	95	0.530005846	0.988746937	0.000138312	0.02	0.171717172	0.460850846	1	-6.57E-17	0.940949203	0.979828201	0.97906433	-0.117651101	-0.101927303
0.4	100	0.02	0.01	0.05	5000	96	0.741113476	0.912466261	0.075873317	0.02	0.22826087	0.448544982	1	-3.03E-17	0.864386504	0.978944536	0.978824276	-0.036530606	-0.017244154
0.4	100	0.02	0.01	0.05	5000	97	0.604220876	0.780472046	0.021328106	0.02	0.242990654	0.369801341	1	2.38E-17	0.750497612	0.976079436	0.975760696	-0.034968376	-0.019073774
0.4	100	0.02	0.01	0.05	5000	98	0.606923599	0.815249646	0.003687806	0.02	0.260416667	0.439812285	1	-1.19E-17	0.793704364	0.982616825	0.98182127	-0.016435766	0.008994046
0.4	100	0.02	0.01	0.05	5000	99	0.457645702	0.768395206	0.016723719	0.02	0.367346939	0.335026698	1	-3.07E-17	0.70261445	0.979404796	0.979216251	0.083769606	0.112881135
0.4	100	0.02	0.01	0.05	5000	100	0.555001047	0.877045824	0.008704987	0.02	0.296703297	0.413077173	1	4.13E-17	0.840439598	0.981296002	0.981132932	0.085268207	0.103457181
0.4	100	0.03	0.01	0.05	5000	1	0.184933674	0.761660801	0.000179831	0.03	0.223404255	0.329069398	1	-2.57E-18	0.67196932	0.974441528	0.974262029	-0.091766244	-0.075585789
0.4	100	0.03	0.01	0.05	5000	2	0.645663257	1.034629291	3.24E-05	0.03	0.233576642	0.541867498	1	2.48E-17	1.01055061	0.983111185	0.98199256	0.040159864	0.062217381
0.4	100	0.03	0.01	0.05	5000	3	0.27762979	0.644676762	6.86E-08	0.03	0.38	0.285524335	1	-3.71E-17	0.591861065	0.968124094	0.965690499	0.002638596	0.023687852
0.4	100	0.03	0.01	0.05	5000	4	0.301153272	0.79237419	7.72E-06	0.03	0.359223301	0.333454976	1	3.28E-17	0.733423709	0.977462421	0.976436778	-0.006332326	0.023082008
0.4	100	0.03	0.01	0.05	5000	5	0.405365766	0.795710267	0.000217508	0.03	0.307692308	0.352801824	1	-2.76E-18	0.744151728	0.974051084	0.974037143	0.045969387	0.064610745
0.4	100	0.03	0.01	0.05	5000	6	0.386568257	0.965416896	5.54E-06	0.03	0.298076923	0.422772331	1	-1.30E-17	0.867678357	0.975583262	0.975728493	-0.086073049	-0.068335962
0.4	100	0.03	0.01	0.05	5000	7	0.392375984	0.827248612	0.000237722	0.03	0.277777778	0.369429944	1	1.84E-17	0.77872209	0.97872029	0.978375334	0.001353051	0.020578924
0.4	100	0.03	0.01	0.05	5000	8	0.318713873	0.813811738	1.85E-07	0.03	0.326732673	0.45499961	1	1.84E-17	0.78815767	0.981593673	0.980492835	-0.041114654	-0.021549257
0.4	100	0.03	0.01	0.05	5000	9	0.435480971	0.814193413	0.021979373	0.03	0.298701299	0.356868455	1	6.52E-18	0.772885277	0.973214116	0.973944379	-0.047340638	-0.023611805
0.4	100	0.03	0.01	0.05	5000	10	0.202299198	0.786045885	0.000299015	0.03	0.358024691	0.353491403	1	-1.95E-17	0.721988557	0.976526314	0.976105334	-0.0552702	-0.028054617
0.4	100	0.03	0.01	0.05	5000	11	0.230879582	0.729415599	2.51E-06	0.03	0.303921569	0.339488196	1	5.91E-17	0.701094029	0.977615967	0.977480659	-0.080688874	-0.061362978
0.4	100	0.03	0.01	0.05	5000	12	0.228781841	0.749517367	0.00012623	0.03	0.297619048	0.296600086	1	2.69E-18	0.703973442	0.975207808	0.97462534	-0.060033616	-0.037824394
0.4	100	0.03	0.01	0.05	5000	13	0.462233648	0.846827626	0.001462422	0.03	0.372093023	0.374984575	1	-3.04E-17	0.799823992	0.980124567	0.980606547	0.085438033	0.118994468
0.4	100	0.03	0.01	0.05	5000	14	0.294460047	0.640468964	0.001249618	0.03	0.231481481	0.307368162	1	6.50E-17	0.613453026	0.971756025	0.971163834	-0.08837464	-0.069303192
0.4	100	0.03	0.01	0.05	5000	15	0.39854778	0.831853565	7.23E-06	0.03	0.285714286	0.377458056	1	2.65E-17	0.785529021	0.969880228	0.969330875	-0.05557133	-0.037448146
0.4	100	0.03	0.01	0.05	5000	16	0.50539712	0.831517737	0.001813734	0.03	0.333333333	0.406838905	1	-1.87E-17	0.753889537	0.980017078	0.978527245	0.060213485	0.085269949
0.4	100	0.03	0.01	0.05	5000	17	0.391226046	0.860940381	0.000161097	0.03	0.364583333	0.437572959	1	-3.21E-17	0.789092413	0.976664415	0.978243199	-0.004643171	0.02461551
0.4	100	0.03	0.01	0.05	5000	18	0.227705586	0.825028089	1.63E-07	0.03	0.305555556	0.383454404	1	-2.95E-18	0.787625535	0.977296823	0.978099098	-0.097494591	-0.071308694
0.4	100	0.03	0.01	0.05	5000	19	0.523720771	0.941969857	0.000256454	0.03	0.43373494	0.435158374	1	-3.61E-17	0.87594198	0.97923868	0.979424632	0.01056558	0.039272157
0.4	100	0.03	0.01	0.05	5000	20	0.568617967	0.886242251	0.000195354	0.03	0.333333333	0.38736517	1	-8.48E-19	0.802550278	0.975986049	0.976028682	0.014243277	0.035984335
0.4	100	0.03	0.01	0.05	5000	21	0.274943676	0.871702928	2.58E-05	0.03	0.315789474	0.429973666	1	-5.22E-17	0.847491368	0.977730882	0.976829191	-0.098280429	-0.074805157
0.4	100	0.03	0.01	0.05	5000	22	0.502034803	0.959996098	3.95E-05	0.03	0.271929825	0.393275361	1	-6.91E-18	0.917941513	0.975511479	0.975084587	-0.007697617	0.015516715
0.4	100	0.03	0.01	0.05	5000	23	0.446746179	0.701275332	0.002017133	0.03	0.3	0.352143678	1	-4.02E-18	0.713158092	0.972056696	0.970437453	-0.010682162	0.013880283
0.4	100	0.03	0.01	0.05	5000	24	0.240583685	0.739905549	8.66E-06	0.03	0.384615385	0.368487014	1	-1.17E-18	0.65488274	0.977532061	0.976546241	-0.052828579	-0.024044249
0.4	100	0.03	0.01	0.05	5000	25	0.450622574	0.883063478	0.003906336	0.03	0.28	0.434060115	1	-4.39E-17	0.871114789	0.983517379	0.98347251	-0.067916029	-0.047545836
0.4	100	0.03	0.01	0.05	5000	26	0.405367274	0.934094551	4.71E-06	0.03	0.336538462	0.46020331	1	-1.17E-17	0.862315035	0.9835036	0.98292604	-0.040271391	-0.018192001
0.4	100	0.03	0.01	0.05	5000	27	0.526263641	0.948852159	7.46E-05	0.03	0.35106383	0.449003977	1	4.54E-17	0.886506325	0.977307083	0.974664497	0.082832692	0.115090348
0.4	100	0.03	0.01	0.05	5000	28	0.428857351	0.889741829	4.78E-05	0.03	0.345132743	0.403845167	1	4.60E-18	0.802346136	0.976585275	0.977570957	0.080441259	0.120944319
0.4	100	0.03	0.01	0.05	5000	29	0.496645018	0.869677853	5.81E-05	0.03	0.402061856	0.417869994	1	1.27E-18	0.813504539	0.979040784	0.977557204	0.041161875	0.069774466
0.4	100	0.03	0.01	0.05	5000	30	0.397751718	0.88689355	3.20E-05	0.03	0.388888889	0.442950906	1	2.81E-17	0.815004284	0.976495229	0.974873793	-0.053606601	-0.022922193
0.4	100	0.03	0.01	0.05	5000	31	0.455736224	0.778431792	0.000606251	0.03	0.358490566	0.353040454	1	-2.63E-17	0.753692968	0.98076879	0.981089616	-0.007989578	0.010145107
0.4	100	0.03	0.01	0.05	5000	32	0.410695437	0.66430804	0.002388422	0.03	0.287128713	0.307469222	1	-3.56E-18	0.644592261	0.975349382	0.97392688	-0.075312664	-0.054937987
0.4	100	0.03	0.01	0.05	5000	33	0.420455956	0.928526075	1.67E-07	0.03	0.397959184	0.409630112	1	3.55E-17	0.829239735	0.978915464	0.978681616	0.041516078	0.11116814
0.4	100	0.03	0.01	0.05	5000	34	0.406537165	0.806345549	8.07E-05	0.03	0.247706422	0.388147155	1	-3.73E-17	0.775200781	0.979438479	0.979434004	-0.180360447	-0.16147606
0.4	100	0.03	0.01	0.05	5000	35	0.393006064	0.951348265	1.41E-05	0.03	0.29787234	0.434818203	1	-1.64E-17	0.889985703	0.981582787	0.980480351	-0.047967121	-0.021951141
0.4	100	0.03	0.01	0.05	5000	36	0.293576751	0.675093504	6.98E-05	0.03	0.434343434	0.304263008	1	-2.40E-17	0.577974251	0.964195662	0.9639228	0.055178186	0.082832604
0.4	100	0.03	0.01	0.05	5000	37	0.589951723	0.917858367	0.00168024	0.03	0.265306122	0.427747948	1	6.07E-18	0.869223373	0.97538749	0.975495208	-0.070240064	-0.050229132
0.4	100	0.03	0.01	0.05	5000	38	0.411988544	0.77176344	9.68E-05	0.03	0.369747899	0.357369598	1	-1.58E-17	0.760188774	0.977866523	0.976487742	0.047612612	0.075586314
0.4	100	0.03	0.01	0.05	5000	39	0.571932982	0.785939685	0.011704602	0.03	0.318681319	0.393879929	1	1.16E-17	0.77150064	0.98379433	0.982447065	0.018093403	0.041212682
0.4	100	0.03	0.01	0.05	5000	40	0.412418365	0.832071544	1.37E-05	0.03	0.368421053	0.390682767	1	-2.92E-17	0.773156849	0.970880084	0.970013114	-0.026106727	0.0019549
0.4	100	0.03	0.01	0.05	5000	41	0.646528978	0.966860883	0.00028089	0.03	0.326530612	0.435551987	1	-2.48E-17	0.916082135	0.978205544	0.978827749	0.075881302	0.102466852
0.4	100	0.03	0.01	0.05	5000	42	0.232018167	0.912491118	6.21E-06	0.03	0.336956522	0.425802187	1	-4.53E-17	0.837782993	0.975953306	0.97608094	-0.016408183	0.006865882
0.4	100	0.03	0.01	0.05	5000	43	0.654817791	0.898679085	0.005571213	0.03	0.298850575	0.40544766	1	-1.04E-17	0.879709887	0.979313949	0.978938425	0.032940852	0.058125322
0.4	100	0.03	0.01	0.05	5000	44	0.364654831	1.019621081	1.43E-06	0.03	0.32	0.51578072	1	5.74E-18	0.954628354	0.987352248	0.986328741	-0.014159885	0.010239878
0.4	100	0.03	0.01	0.05	5000	45	0.403016939	1.132253892	2.43E-06	0.03	0.301886792	0.5159652	1	-4.65E-17	1.024758063	0.986287219	0.985839402	-0.019105572	0.005174418
0.4	100	0.03	0.01	0.05	5000	46	0.393472261	0.802341796	1.44E-06	0.03	0.31	0.371611997	1	-3.07E-17	0.766821303	0.979081794	0.978608668	-0.107276256	-0.084562451
0.4	100	0.03	0.01	0.05	5000	47	0.440086132	0.843139701	4.43E-06	0.03	0.349514563	0.376996095	1	2.53E-18	0.752446501	0.979508559	0.980710647	-0.020537147	0.003084353
0.4	100	0.03	0.01	0.05	5000	48	0.579528236	0.821771327	0.034844391	0.03	0.288888889	0.377731818	1	-1.48E-17	0.821436006	0.97205496	0.96964775	0.134293861	0.151210859
0.4	100	0.03	0.01	0.05	5000	49	0.318865283	0.943927647	5.22E-07	0.03	0.303030303	0.441335215	1	3.06E-17	0.917192513	0.978120858	0.977898837	0.042706066	0.059685375
0.4	100	0.03	0.01	0.05	5000	50	0.510050892	0.866430678	9.26E-06	0.03	0.313253012	0.40022847	1	-4.05E-17	0.855042924	0.974703348	0.974221747	-0.025262533	-0.001038784
0.4	100	0.03	0.01	0.05	5000	51	0.516468657	0.815243396	3.54E-05	0.03	0.506329114	0.402855215	1	-9.98E-18	0.782315242	0.973641471	0.974198123	0.137977906	0.173581374
0.4	100	0.03	0.01	0.05	5000	52	0.375123449	0.674374909	8.93E-06	0.03	0.336734694	0.30928326	1	3.88E-17	0.653662898	0.9744612	0.971675674	-0.043146491	-0.016627765
0.4	100	0.03	0.01	0.05	5000	53	0.432133977	0.775893963	0.001039921	0.03	0.309278351	0.388081041	1	-1.98E-17	0.758675954	0.977129971	0.975754786	0.018392025	0.044468163
0.4	100	0.03	0.01	0.05	5000	54	0.475235862	0.834896861	9.44E-05	0.03	0.336842105	0.402101093	1	-8.62E-17	0.804114875	0.97635859	0.975198056	0.03500848	0.061897554
0.4	100	0.03	0.01	0.05	5000	55	0.521843126	0.77351579	0.00092306	0.03	0.263636364	0.359202447	1	1.48E-17	0.754426794	0.979296645	0.978480915	-0.052497197	-0.030025491
0.4	100	0.03	0.01	0.05	5000	56	0.278574837	0.802487849	4.54E-07	0.03	0.316326531	0.356700605	1	-5.80E-17	0.698354494	0.979092059	0.979174921	-0.074399624	-0.054651555
0.4	100	0.03	0.01	0.05	5000	57	0.568743862	1.016426578	6.62E-05	0.03	0.228070175	0.49464957	1	-1.17E-17	0.952371123	0.977226242	0.97738327	-0.011443195	0.007442695
0.4	100	0.03	0.01	0.05	5000	58	0.43129601	0.86483699	1.61E-05	0.03	0.377192982	0.36003519	1	-3.78E-17	0.764053708	0.972685527	0.971092423	0.028981017	0.05917188
0.4	100	0.03	0.01	0.05	5000	59	0.584949686	0.844559838	0.000526723	0.03	0.369747899	0.390604694	1	3.75E-17	0.794722929	0.977139306	0.976125267	0.010244299	0.038916567
0.4	100	0.03	0.01	0.05	5000	60	0.288776307	0.816177183	7.93E-07	0.03	0.404040404	0.357296913	1	-3.40E-17	0.724336345	0.975401383	0.97337788	0.056000528	0.091552549
0.4	100	0.03	0.01	0.05	5000	61	0.478453779	0.887661296	3.98E-06	0.03	0.349514563	0.419794075	1	2.52E-17	0.806031857	0.978984294	0.977714625	0.034692894	0.055404341
0.4	100	0.03	0.01	0.05	5000	62	0.577987816	0.945222472	0.000627475	0.03	0.303030303	0.433934189	1	2.67E-17	0.898327109	0.98034853	0.980541413	0.045215038	0.067441582
0.4	100	0.03	0.01	0.05	5000	63	0.292019021	0.878940246	5.08E-08	0.03	0.37254902	0.40702012	1	-4.44E-18	0.796227645	0.977730418	0.976962449	0.011320038	0.038161426
0.4	100	0.03	0.01	0.05	5000	64	0.178176239	0.790686845	5.78E-05	0.03	0.23255814	0.35936226	1	1.35E-17	0.741678052	0.967802412	0.967113333	-0.118113492	-0.092519581
0.4	100	0.03	0.01	0.05	5000	65	0.385761509	1.097552237	2.07E-08	0.03	0.316831683	0.536615094	1	4.12E-17	1.022286957	0.979004788	0.978679736	0.015382699	0.041181068
0.4	100	0.03	0.01	0.05	5000	66	0.427283983	0.839397016	7.79E-05	0.03	0.317757009	0.373622437	1	-5.10E-18	0.794088287	0.983459628	0.982602145	0.029970653	0.053559643
0.4	100	0.03	0.01	0.05	5000	67	0.472959734	0.887470931	0.000107421	0.03	0.362637363	0.38658379	1	-1.66E-17	0.840242327	0.974696195	0.974120891	0.111973443	0.144347918
0.4	100	0.03	0.01	0.05	5000	68	0.378061496	0.761583757	4.73E-06	0.03	0.391752577	0.340086504	1	2.70E-17	0.69135955	0.975932289	0.975892102	-0.015306127	0.008914015
0.4	100	0.03	0.01	0.05	5000	69	0.328405837	0.714464637	2.39E-05	0.03	0.40625	0.337605212	1	-9.95E-18	0.655127582	0.970708298	0.970718285	-0.012721013	0.010393724
0.4	100	0.03	0.01	0.05	5000	70	0.560936608	0.841125836	0.002952812	0.03	0.340425532	0.382145047	1	4.21E-17	0.799476824	0.978362604	0.975666812	0.072215593	0.109386748
0.4	100	0.03	0.01	0.05	5000	71	0.443238006	0.908058274	0.000695312	0.03	0.274336283	0.452568383	1	3.73E-17	0.862725458	0.984060838	0.983237011	-0.019049765	0.009415608
0.4	100	0.03	0.01	0.05	5000	72	0.545311063	0.848293274	0.00475306	0.03	0.280487805	0.400233946	1	-3.98E-17	0.81395186	0.976039118	0.976399307	0.070672095	0.092928894
0.4	100	0.03	0.01	0.05	5000	73	0.801278975	1.118591128	0.047134178	0.03	0.244680851	0.545362655	1	-9.51E-17	1.086480606	0.984205601	0.98340717	-0.040736344	-0.017544241
0.4	100	0.03	0.01	0.05	5000	74	0.197583551	0.717086629	1.09E-05	0.03	0.336448598	0.348247389	1	6.35E-19	0.656542632	0.97298181	0.972460333	-0.001765119	0.018223151
0.4	100	0.03	0.01	0.05	5000	75	0.309084641	0.68659232	8.72E-05	0.03	0.385964912	0.302120122	1	-7.34E-17	0.599184939	0.972237778	0.971005655	-0.073724888	-0.046351994
0.4	100	0.03	0.01	0.05	5000	76	0.285931213	0.622879494	1.80E-07	0.03	0.48	0.262279548	1	-2.14E-17	0.563893546	0.97160852	0.968496429	0.017866196	0.049171982
0.4	100	0.03	0.01	0.05	5000	77	0.473709613	1.003449469	6.85E-06	0.03	0.34939759	0.479854578	1	-3.49E-17	0.943333034	0.979641601	0.979799666	-0.137380232	-0.113461074
0.4	100	0.03	0.01	0.05	5000	78	0.548761916	0.906511954	3.46E-05	0.03	0.25210084	0.43809411	1	-3.54E-17	0.8975858	0.982699842	0.981862074	-0.076964593	-0.060676421
0.4	100	0.03	0.01	0.05	5000	79	0.564914977	0.933374297	0.000246339	0.03	0.252336449	0.506369429	1	-4.81E-17	0.924837522	0.984137534	0.983946819	0.049477818	0.069184294
0.4	100	0.03	0.01	0.05	5000	80	0.403370144	0.987841661	7.89E-05	0.03	0.264705882	0.468125316	1	-7.03E-17	0.940249675	0.974694986	0.975199213	-0.026600126	-0.005575825
0.4	100	0.03	0.01	0.05	5000	81	0.424122383	0.675376201	0.000326258	0.03	0.385416667	0.310172154	1	-5.61E-17	0.655399866	0.970283253	0.970187094	0.012737118	0.035517925
0.4	100	0.03	0.01	0.05	5000	82	0.591902074	0.778294556	0.005380352	0.03	0.244897959	0.372337773	1	6.18E-17	0.79014447	0.977201923	0.976232894	-0.041780859	-0.021327558
0.4	100	0.03	0.01	0.05	5000	83	0.522700514	0.941747985	0.000254825	0.03	0.380434783	0.460439766	1	-6.46E-18	0.889571808	0.982257289	0.98193735	0.044642139	0.067482444
0.4	100	0.03	0.01	0.05	5000	84	0.357680051	0.687816426	0.002099558	0.03	0.390804598	0.286452082	1	-4.76E-17	0.632115296	0.974291812	0.972884572	-0.014477407	0.007101196
0.4	100	0.03	0.01	0.05	5000	85	0.389039714	0.820356652	0.000662709	0.03	0.390243902	0.425157015	1	-6.55E-17	0.76608816	0.979437499	0.979388269	0.055925978	0.083245854
0.4	100	0.03	0.01	0.05	5000	86	0.422425102	0.748624905	0.000128567	0.03	0.302083333	0.338218048	1	2.60E-17	0.690753133	0.975434965	0.974076747	-0.02251392	0.000795731
0.4	100	0.03	0.01	0.05	5000	87	0.575430072	0.788238496	0.012317639	0.03	0.288659794	0.387430422	1	3.79E-17	0.760649074	0.975419802	0.975646132	-0.03090363	-0.014291439
0.4	100	0.03	0.01	0.05	5000	88	0.258089512	0.822821231	2.84E-05	0.03	0.311111111	0.387987906	1	3.58E-17	0.767248066	0.98241329	0.981321177	-0.126967722	-0.106602675
0.4	100	0.03	0.01	0.05	5000	89	0.587887188	0.986345617	0.000247403	0.03	0.389473684	0.470228535	1	7.79E-17	0.906759784	0.978369791	0.97717798	0.023244372	0.04601219
0.4	100	0.03	0.01	0.05	5000	90	0.499234202	0.88984368	4.02E-06	0.03	0.309734513	0.387989222	1	-2.26E-17	0.82523433	0.975807632	0.976072576	-0.043868328	-0.026055917
0.4	100	0.03	0.01	0.05	5000	91	0.558165309	1.088098808	4.31E-06	0.03	0.340425532	0.54874793	1	8.70E-18	1.057189636	0.983587923	0.982800992	0.055096627	0.079195096
0.4	100	0.03	0.01	0.05	5000	92	0.400910041	0.73171338	0.000981956	0.03	0.275229358	0.343116755	1	5.45E-17	0.701148371	0.976820646	0.975848239	-0.098029218	-0.075129726
0.4	100	0.03	0.01	0.05	5000	93	0.343739846	0.850006443	5.97E-06	0.03	0.323809524	0.368645486	1	4.06E-17	0.774036414	0.975183924	0.974603935	-0.012642479	0.010313484
0.4	100	0.03	0.01	0.05	5000	94	0.499092591	0.883168466	0.000116918	0.03	0.35042735	0.420830509	1	-3.37E-17	0.799867699	0.978024446	0.976982524	0.001774547	0.024317218
0.4	100	0.03	0.01	0.05	5000	95	0.43289479	0.992261356	7.18E-05	0.03	0.202020202	0.460850846	1	-6.57E-17	0.937588456	0.979994316	0.978934767	-0.117760479	-0.097748061
0.4	100	0.03	0.01	0.05	5000	96	0.461568254	0.914029297	0.002110587	0.03	0.304347826	0.448544982	1	-3.03E-17	0.854650161	0.979158104	0.978914852	-0.036592335	-0.013198424
0.4	100	0.03	0.01	0.05	5000	97	0.432678026	0.810560668	7.03E-05	0.03	0.345794393	0.369801341	1	2.38E-17	0.745594026	0.976340883	0.975841693	-0.034929642	-0.015482819
0.4	100	0.03	0.01	0.05	5000	98	0.464384173	0.8248886	0.000201437	0.03	0.302083333	0.439812285	1	-1.19E-17	0.792174672	0.982759659	0.981639622	-0.016378328	0.014844793
0.4	100	0.03	0.01	0.05	5000	99	0.385116014	0.769258201	0.000423425	0.03	0.43877551	0.335026698	1	-3.07E-17	0.68617922	0.979607678	0.979192347	0.083707885	0.117752175
0.4	100	0.03	0.01	0.05	5000	100	0.554907357	0.938442849	0.001417546	0.03	0.384615385	0.413077173	1	4.13E-17	0.845238032	0.981495109	0.981189803	0.085255424	0.107381871
0.4	100	0.05	0.01	0.05	5000	1	0.184933674	0.767762045	3.28E-07	0.05	0.372340426	0.329069398	1	-2.57E-18	0.647118483	0.975045078	0.974600083	-0.092037345	-0.069805709
0.4	100	0.05	0.01	0.05	5000	2	0.604369836	1.087126158	1.68E-09	0.05	0.386861314	0.541867498	1	2.48E-17	0.992041861	0.983415683	0.981690616	0.040093199	0.069139748
0.4	100	0.05	0.01	0.05	5000	3	0.269265587	0.663663905	6.11E-11	0.05	0.5	0.285524335	1	-3.71E-17	0.577861715	0.968799101	0.965377021	0.002344614	0.029634966
0.4	100	0.05	0.01	0.05	5000	4	0.256975448	0.815419507	3.43E-09	0.05	0.524271845	0.333454976	1	3.28E-17	0.690343724	0.977969678	0.976267904	-0.006436872	0.031502725
0.4	100	0.05	0.01	0.05	5000	5	0.340327305	0.802454715	2.52E-08	0.05	0.451923077	0.352801824	1	-2.76E-18	0.721828903	0.974607493	0.974350534	0.046213699	0.070151026
0.4	100	0.05	0.01	0.05	5000	6	0.276274004	0.976375982	6.01E-10	0.05	0.442307692	0.422772331	1	-1.30E-17	0.826870517	0.976154794	0.976139302	-0.085987048	-0.062639927
0.4	100	0.05	0.01	0.05	5000	7	0.268686188	0.838565857	4.85E-08	0.05	0.425925926	0.369429944	1	1.84E-17	0.744761887	0.9791514	0.978460699	0.001449804	0.026408118
0.4	100	0.05	0.01	0.05	5000	8	0.286550646	0.818386514	1.84E-09	0.05	0.415841584	0.45499961	1	1.84E-17	0.781222845	0.98199317	0.980389075	-0.04129267	-0.016187981
0.4	100	0.05	0.01	0.05	5000	9	0.403979845	0.829056709	0.000148785	0.05	0.428571429	0.356868455	1	6.52E-18	0.754974702	0.97385019	0.974563306	-0.047119989	-0.015385344
0.4	100	0.05	0.01	0.05	5000	10	0.196286343	0.811421518	1.53E-06	0.05	0.469135802	0.353491403	1	-1.95E-17	0.725498248	0.976991531	0.97614723	-0.05533621	-0.019393942
0.4	100	0.05	0.01	0.05	5000	11	0.16597209	0.756128628	2.57E-10	0.05	0.470588235	0.339488196	1	5.91E-17	0.68057857	0.978090346	0.977647186	-0.080520592	-0.054893612
0.4	100	0.05	0.01	0.05	5000	12	0.222378899	0.758765352	1.32E-07	0.05	0.452380952	0.296600086	1	2.69E-18	0.692235408	0.975766289	0.974761175	-0.060304637	-0.03071256
0.4	100	0.05	0.01	0.05	5000	13	0.223476823	0.874746963	1.65E-07	0.05	0.558139535	0.374984575	1	-3.04E-17	0.772769034	0.980595169	0.980862453	0.085762511	0.12785295
0.4	100	0.05	0.01	0.05	5000	14	0.204307312	0.661160137	5.77E-08	0.05	0.407407407	0.307368162	1	6.50E-17	0.575444221	0.97230688	0.971264573	-0.08834895	-0.063419266
0.4	100	0.05	0.01	0.05	5000	15	0.354013954	0.845067563	2.29E-09	0.05	0.378151261	0.377458056	1	2.65E-17	0.771360405	0.970479315	0.969464774	-0.055574672	-0.030786099
0.4	100	0.05	0.01	0.05	5000	16	0.455194279	0.859983188	3.57E-06	0.05	0.450980392	0.406838905	1	-1.87E-17	0.741189761	0.98042477	0.978286688	0.059907782	0.09206381
0.4	100	0.05	0.01	0.05	5000	17	0.379326685	0.880551335	9.36E-08	0.05	0.489583333	0.437572959	1	-3.21E-17	0.768722432	0.977141536	0.978837599	-0.004231599	0.033039338
0.4	100	0.05	0.01	0.05	5000	18	0.170704609	0.852828538	4.61E-14	0.05	0.462962963	0.383454404	1	-2.95E-18	0.73218489	0.97775132	0.978466741	-0.097113104	-0.063027048
0.4	100	0.05	0.01	0.05	5000	19	0.45601553	0.953899366	6.66E-08	0.05	0.590361446	0.435158374	1	-3.61E-17	0.845240434	0.979644052	0.979621809	0.010897407	0.047140419
0.4	100	0.05	0.01	0.05	5000	20	0.496221666	0.90681214	5.04E-07	0.05	0.447154472	0.38736517	1	-8.48E-19	0.784031525	0.976433541	0.976205779	0.014251231	0.042256548
0.4	100	0.05	0.01	0.05	5000	21	0.181665024	0.881295224	1.48E-10	0.05	0.484210526	0.429973666	1	-5.22E-17	0.817225145	0.978215809	0.976843344	-0.098513629	-0.068345773
0.4	100	0.05	0.01	0.05	5000	22	0.436523831	0.976620826	1.22E-08	0.05	0.385964912	0.393275361	1	-6.91E-18	0.889701233	0.975940547	0.975117318	-0.007709585	0.022605009
